DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),SPILL (mcm),GROSS STORAGE (mcm),RAIN (mm)
30-Mar-90,7.34,3.48,428.32,0.00,514.83,1.50
31-Mar-90,6.83,3.23,427.99,0.00,508.77,0.00
1-Apr-90,5.54,2.62,427.64,0.00,502.54,0.00
2-Apr-90,6.15,2.90,427.36,0.00,497.43,0.50
3-Apr-90,6.80,3.20,427.06,0.00,492.04,0.00
4-Apr-90,6.50,3.06,426.72,0.00,486.03,0.00
5-Apr-90,7.03,3.30,426.37,0.00,479.71,0.00
6-Apr-90,6.26,2.93,426.00,0.00,472.91,0.00
7-Apr-90,5.70,2.66,425.66,0.00,466.92,0.00
8-Apr-90,5.13,2.39,425.35,0.00,461.30,0.00
9-Apr-90,5.67,2.64,425.05,0.00,456.62,0.00
10-Apr-90,6.27,2.92,424.74,0.00,450.81,0.00
11-Apr-90,3.69,1.71,424.38,0.00,445.16,0.00
12-Apr-90,3.49,1.62,424.17,0.00,441.77,0.00
13-Apr-90,2.55,1.18,423.98,0.00,438.63,0.00
14-Apr-90,2.15,1.00,423.81,0.00,436.02,0.00
15-Apr-90,2.21,1.02,423.69,0.00,434.06,0.00
16-Apr-90,2.95,1.36,423.51,0.00,432.38,35.40
17-Apr-90,4.94,2.28,423.46,0.00,430.41,0.00
18-Apr-90,4.90,2.26,423.18,0.00,425.91,0.00
19-Apr-90,5.12,2.36,422.89,0.00,421.21,0.00
20-Apr-90,7.04,3.24,422.52,0.00,415.32,0.00
21-Apr-90,6.86,3.15,422.09,0.00,408.33,0.00
22-Apr-90,4.62,2.11,421.61,0.00,400.79,0.00
23-Apr-90,6.44,2.94,421.31,0.00,395.98,0.00
24-Apr-90,7.28,3.31,420.84,0.00,388.50,0.00
25-Apr-90,7.41,3.37,420.32,0.00,380.14,5.50
26-Apr-90,6.73,3.05,419.81,0.00,372.37,1.50
27-Apr-90,6.19,2.80,419.33,0.00,365.59,0.00
28-Apr-90,6.19,2.79,418.92,0.00,359.81,0.00
29-Apr-90,4.90,2.20,418.48,0.00,353.68,0.00
30-Apr-90,5.49,2.47,418.15,0.00,349.14,1.10
1-May-90,2.51,1.13,417.88,0.00,345.33,4.00
2-May-90,5.36,2.40,417.68,0.00,342.39,48.00
3-May-90,5.65,2.53,417.29,0.00,337.12,0.00
4-May-90,7.93,3.53,416.75,0.00,329.93,0.00
5-May-90,5.99,2.66,416.23,0.00,322.25,2.30
6-May-90,4.83,2.14,415.80,0.00,316.22,34.10
7-May-90,6.04,2.68,416.20,0.00,321.80,0.00
8-May-90,6.95,3.09,416.57,0.00,326.94,0.00
9-May-90,3.34,1.48,416.29,0.00,323.07,0.00
10-May-90,3.33,1.48,416.30,0.00,323.26,0.00
11-May-90,5.19,2.31,416.19,0.00,321.70,0.00
12-May-90,4.91,2.18,415.81,0.00,316.38,0.00
13-May-90,3.17,1.40,415.50,0.00,311.97,0.00
14-May-90,5.58,2.47,415.44,0.00,311.09,0.00
15-May-90,6.73,2.97,415.02,0.00,305.22,0.00
16-May-90,6.78,2.98,414.45,0.00,298.99,0.00
17-May-90,6.15,2.70,413.92,0.00,293.12,23.80
18-May-90,6.97,3.06,414.46,0.00,299.05,0.00
19-May-90,6.57,2.89,414.68,0.00,301.50,0.40
20-May-90,6.61,2.91,414.73,0.00,302.04,0.00
21-May-90,6.95,3.06,414.70,0.00,301.66,0.00
22-May-90,5.89,2.59,414.25,0.00,296.78,0.00
23-May-90,6.87,3.01,413.84,0.00,292.22,0.00
24-May-90,7.38,3.23,413.41,0.00,287.48,0.00
25-May-90,7.10,3.10,413.10,0.00,284.10,0.00
26-May-90,6.42,2.79,412.16,0.00,279.04,0.00
27-May-90,5.59,2.43,412.20,0.00,274.16,0.00
28-May-90,4.86,2.11,411.86,0.00,270.93,0.00
29-May-90,5.07,2.19,411.15,0.00,266.94,0.00
30-May-90,5.52,2.38,411.23,0.00,263.58,0.00
31-May-90,4.73,2.04,410.86,0.00,259.96,0.00
1-Jun-90,4.88,2.10,410.49,0.00,255.35,0.00
2-Jun-90,5.35,2.30,410.06,0.00,250.68,4.50
3-Jun-90,4.21,1.80,409.67,0.00,246.65,0.00
4-Jun-90,5.39,2.30,409.36,0.00,243.61,0.00
5-Jun-90,6.96,2.97,409.43,0.00,244.80,0.00
6-Jun-90,5.28,2.26,409.41,0.00,244.13,0.00
7-Jun-90,3.64,1.56,409.36,0.00,243.60,0.00
8-Jun-90,4.62,1.98,409.60,0.00,246.02,0.00
9-Jun-90,4.06,1.74,410.04,0.00,250.39,5.00
10-Jun-90,3.40,1.46,410.34,0.00,253.70,0.00
11-Jun-90,4.44,1.91,410.51,0.00,255.62,0.00
12-Jun-90,4.43,1.91,410.38,0.00,254.14,0.00
13-Jun-90,3.09,1.33,410.22,0.00,252.94,5.50
14-Jun-90,2.64,1.14,410.34,0.00,253.77,0.00
15-Jun-90,1.89,0.82,411.25,0.00,263.79,0.00
16-Jun-90,0.91,0.40,411.82,0.00,269.99,0.00
17-Jun-90,0.77,0.33,412.15,0.00,273.67,0.00
18-Jun-90,1.07,0.47,412.35,0.00,275.84,0.00
19-Jun-90,0.90,0.39,412.63,0.00,278.97,0.00
20-Jun-90,0.89,0.39,412.92,0.00,282.12,0.00
21-Jun-90,1.54,0.67,413.01,0.00,283.13,0.00
22-Jun-90,1.15,0.50,413.38,0.00,287.15,0.00
23-Jun-90,0.87,0.38,413.67,0.00,290.35,0.00
24-Jun-90,0.21,0.09,413.85,0.00,292.35,0.00
25-Jun-90,0.51,0.22,413.14,0.00,293.38,0.00
26-Jun-90,1.57,0.69,414.01,0.00,294.08,0.00
27-Jun-90,1.75,0.77,414.09,0.00,295.02,0.00
28-Jun-90,1.78,0.78,414.12,0.00,295.36,3.00
29-Jun-90,2.55,1.12,414.05,0.00,294.57,0.00
30-Jun-90,0.19,0.09,413.88,0.00,292.70,0.00
1-Jul-90,0.07,0.03,413.98,0.00,293.82,0.00
2-Jul-90,0.17,0.07,414.28,0.00,297.06,4.00
3-Jul-90,0.20,0.09,414.81,0.00,302.95,0.00
4-Jul-90,0.07,0.03,415.72,0.00,315.11,0.00
5-Jul-90,0.29,0.13,416.29,0.00,323.07,0.00
6-Jul-90,0.35,0.16,416.70,0.00,328.81,0.00
7-Jul-90,0.15,0.07,417.52,0.00,340.29,0.00
8-Jul-90,0.13,0.06,417.96,0.00,346.41,0.00
9-Jul-90,0.99,0.44,418.28,0.00,350.86,0.00
10-Jul-90,1.36,0.61,418.58,0.00,355.15,0.00
11-Jul-90,0.86,0.38,413.31,0.00,358.35,0.00
12-Jul-90,0.46,0.21,418.99,0.00,360.86,0.00
13-Jul-90,0.30,0.13,419.11,0.00,362.57,0.00
14-Jul-90,0.63,0.29,419.31,0.00,365.31,0.00
15-Jul-90,0.08,0.04,419.51,0.00,368.17,0.00
16-Jul-90,0.26,0.12,419.60,0.00,369.41,0.00
17-Jul-90,0.58,0.26,419.71,0.00,370.88,0.00
18-Jul-90,0.27,0.12,419.81,0.00,372.31,0.00
19-Jul-90,0.27,0.12,419.94,0.00,374.13,0.00
20-Jul-90,0.16,0.07,420.00,0.00,375.06,0.00
21-Jul-90,0.27,0.12,420.15,0.00,377.42,0.00
22-Jul-90,0.14,0.07,420.24,0.00,378.87,0.00
23-Jul-90,0.24,0.11,420.29,0.00,379.67,0.00
24-Jul-90,0.24,0.11,420.34,0.00,380.36,0.00
25-Jul-90,0.54,0.25,420.42,0.00,381.22,0.00
26-Jul-90,0.24,0.11,420.68,0.00,385.82,0.00
27-Jul-90,0.67,0.31,420.84,0.00,388.47,0.00
28-Jul-90,2.00,0.91,421.02,0.00,391.27,0.00
29-Jul-90,0.98,0.45,421.06,0.00,391.88,0.00
30-Jul-90,1.42,0.65,421.10,0.00,392.52,0.00
31-Jul-90,2.54,1.16,421.15,0.00,393.37,0.00
1-Aug-90,2.12,0.97,421.13,0.00,393.05,0.00
2-Aug-90,2.05,0.94,421.26,0.00,395.22,0.00
3-Aug-90,2.21,1.01,421.43,0.00,397.91,0.00
4-Aug-90,3.66,1.67,421.47,0.00,398.55,0.00
5-Aug-90,1.79,0.82,421.43,0.00,397.83,0.00
6-Aug-90,0.77,0.35,421.37,0.00,396.86,23.50
7-Aug-90,2.91,1.34,422.20,0.00,410.17,0.00
8-Aug-90,3.06,1.48,432.51,0.00,415.16,0.00
9-Aug-90,3.80,1.75,422.63,0.00,417.00,0.80
10-Aug-90,3.12,1.44,422.57,0.00,416.18,0.00
11-Aug-90,2.03,0.93,422.82,0.00,420.07,0.00
12-Aug-90,0.33,0.15,423.01,0.00,423.14,0.00
13-Aug-90,0.28,0.13,423.42,0.00,429.78,0.00
14-Aug-90,0.82,0.38,423.79,0.00,435.56,0.00
15-Aug-90,1.36,0.63,424.07,0.00,440.09,0.00
16-Aug-90,1.40,0.65,424.20,0.00,442.17,0.00
17-Aug-90,1.82,0.85,424.28,0.00,443.43,0.00
18-Aug-90,2.82,1.31,424.29,0.00,443.59,0.00
19-Aug-90,1.43,0.66,424.22,0.00,442.57,0.00
20-Aug-90,1.40,0.65,424.22,0.00,442.55,0.00
21-Aug-90,2.18,1.01,424.24,0.00,442.79,0.00
22-Aug-90,2.86,1.33,424.21,0.00,442.36,0.00
23-Aug-90,1.86,0.86,424.15,0.00,441.43,0.00
24-Aug-90,2.09,0.97,424.17,0.00,441.66,0.00
25-Aug-90,3.70,1.71,424.14,0.00,441.22,0.00
26-Aug-90,1.72,0.80,423.98,0.00,438.68,0.50
27-Aug-90,1.96,0.91,423.94,0.00,438.10,0.00
28-Aug-90,3.07,1.42,423.96,0.00,438.31,0.00
29-Aug-90,3.59,1.66,423.79,0.00,435.59,0.00
30-Aug-90,3.00,1.39,423.60,0.00,432.63,0.00
31-Aug-90,2.09,0.97,423.44,0.00,430.09,0.00
1-Sep-90,3.44,1.59,423.37,0.00,428.84,0.00
2-Sep-90,1.54,0.71,423.16,0.00,425.48,0.00
3-Sep-90,3.96,1.83,423.07,0.00,424.10,0.00
4-Sep-90,0.81,0.38,422.83,0.00,420.31,0.00
5-Sep-90,4.19,1.93,422.83,0.00,420.31,0.00
6-Sep-90,4.81,2.21,422.56,0.00,415.82,0.00
7-Sep-90,5.20,2.39,422.28,0.00,410.70,0.00
8-Sep-90,5.02,2.30,421.92,0.00,405.70,0.00
9-Sep-90,1.62,0.74,421.66,0.00,401.59,0.00
10-Sep-90,3.76,1.72,421.58,0.00,400.31,0.00
11-Sep-90,3.85,1.76,421.34,0.00,396.42,0.00
12-Sep-90,4.17,1.90,421.07,0.00,392.17,0.00
13-Sep-90,3.25,1.48,420.81,0.00,387.96,0.00
14-Sep-90,2.76,1.26,420.59,0.00,384.49,28.60
15-Sep-90,3.71,1.69,420.57,0.00,384.17,5.00
16-Sep-90,1.94,0.88,420.44,0.00,381.99,2.40
17-Sep-90,4.10,1.86,420.42,0.00,381.69,0.00
18-Sep-90,4.90,2.22,420.13,0.00,377.11,1.80
19-Sep-90,5.40,2.45,419.97,0.00,374.58,0.00
20-Sep-90,6.29,2.85,419.72,0.00,371.12,0.00
21-Sep-90,6.78,3.06,419.33,0.00,365.65,0.00
22-Sep-90,5.25,2.37,419.33,0.00,365.58,0.00
23-Sep-90,3.10,1.40,419.28,0.00,364.85,0.00
24-Sep-90,5.90,2.67,419.33,0.00,365.65,0.00
25-Sep-90,5.79,2.61,419.05,0.00,361.70,0.00
26-Sep-90,5.30,2.39,418.84,0.00,358.70,0.00
27-Sep-90,5.35,2.41,418.48,0.00,353.72,0.00
28-Sep-90,6.49,2.92,418.33,0.00,351.68,0.00
29-Sep-90,6.88,3.09,417.97,0.00,346.52,0.00
30-Sep-90,6.13,2.75,417.75,0.00,343.47,0.00
1-Oct-90,6.79,3.04,417.48,0.00,339.67,0.00
2-Oct-90,7.19,3.21,417.13,0.00,334.76,0.00
3-Oct-90,5.34,2.38,416.64,0.00,327.95,0.00
4-Oct-90,6.23,2.77,416.34,0.00,323.79,0.00
5-Oct-90,6.01,2.66,415.73,0.00,315.28,0.00
6-Oct-90,7.27,3.21,415.23,0.00,308.15,0.00
7-Oct-90,4.66,2.05,414.68,0.00,301.49,0.00
8-Oct-90,4.14,1.82,414.36,0.00,297.98,0.00
9-Oct-90,4.28,1.88,414.01,0.00,294.11,0.00
10-Oct-90,4.40,1.93,413.64,0.00,290.01,0.00
11-Oct-90,5.50,2.41,413.30,0.00,286.27,0.00
12-Oct-90,5.64,2.46,412.76,0.00,280.36,0.00
13-Oct-90,6.29,2.73,412.46,0.00,277.04,0.00
14-Oct-90,5.39,2.34,412.27,0.00,274.95,0.00
15-Oct-90,5.30,2.30,412.03,0.00,272.35,0.00
16-Oct-90,4.78,2.07,411.94,0.00,271.30,42.50
17-Oct-90,3.13,1.36,412.72,0.00,279.42,0.00
18-Oct-90,5.13,2.24,413.37,0.00,287.11,0.00
19-Oct-90,5.17,2.26,413.40,0.00,287.36,24.00
20-Oct-90,5.19,2.27,413.30,0.00,286.31,12.50
21-Oct-90,4.46,1.95,413.30,0.00,286.36,44.00
22-Oct-90,3.70,1.62,413.33,0.00,286.61,1.40
23-Oct-90,3.35,1.46,413.31,0.00,286.36,3.60
24-Oct-90,4.29,1.88,413.22,0.00,285.37,1.90
25-Oct-90,4.06,1.77,413.16,0.00,284.77,1.00
26-Oct-90,3.69,1.61,413.08,0.00,283.89,0.00
27-Oct-90,3.01,1.31,412.93,0.00,282.22,16.50
28-Oct-90,3.72,1.62,413.12,0.00,284.27,0.50
29-Oct-90,3.21,1.40,413.07,0.00,283.80,14.20
30-Oct-90,3.91,1.72,414.07,0.00,283.72,3.70
31-Oct-90,4.34,1.89,413.04,0.00,283.44,1.50
1-Nov-90,4.54,1.98,413.18,0.00,284.96,8.00
2-Nov-90,1.14,0.50,414.06,0.00,294.68,3.00
3-Nov-90,0.71,0.32,417.42,0.00,338.88,0.00
4-Nov-90,1.18,0.53,419.00,0.00,361.00,0.00
5-Nov-90,2.45,1.11,420.00,0.00,375.00,0.00
6-Nov-90,2.23,1.01,420.50,0.00,383.03,2.00
7-Nov-90,2.02,0.92,420.75,0.00,386.98,0.00
8-Nov-90,2.21,1.01,420.92,0.00,389.79,2.50
9-Nov-90,1.34,0.61,421.03,0.00,391.43,0.00
10-Nov-90,2.50,1.14,421.12,0.00,392.87,0.00
11-Nov-90,2.05,0.94,421.02,0.00,391.24,0.00
12-Nov-90,1.02,0.46,421.01,0.00,391.34,2.20
13-Nov-90,2.09,0.95,421.02,0.00,391.91,0.00
14-Nov-90,2.20,1.00,421.06,0.00,390.95,0.00
15-Nov-90,1.57,0.72,421.00,0.00,390.95,0.00
16-Nov-90,1.87,0.85,420.93,0.00,389.94,18.00
17-Nov-90,2.91,1.33,420.86,0.00,388.68,13.00
18-Nov-90,1.50,0.69,420.93,0.00,389.90,5.60
19-Nov-90,1.35,0.61,421.02,0.00,391.37,0.00
20-Nov-90,1.22,0.56,421.00,0.00,391.06,0.00
21-Nov-90,1.20,0.55,421.00,0.00,390.97,0.00
22-Nov-90,1.02,0.47,420.98,0.00,390.66,0.00
23-Nov-90,1.88,0.86,420.97,0.00,390.47,0.00
24-Nov-90,1.82,0.83,421.07,0.00,392.04,0.00
25-Nov-90,1.37,0.63,421.08,0.00,392.34,5.50
26-Nov-90,2.00,0.91,421.10,0.00,392.55,30.50
27-Nov-90,2.21,1.01,421.14,0.00,393.25,14.50
28-Nov-90,1.90,0.87,421.17,0.00,393.75,16.00
29-Nov-90,1.16,0.53,421.16,0.00,393.61,37.50
30-Nov-90,1.54,0.70,421.20,0.00,394.14,0.00
1-Dec-90,2.28,1.04,421.23,0.00,394.74,7.00
2-Dec-90,0.74,0.34,421.22,0.00,394.52,6.30
3-Dec-90,3.03,1.39,421.65,0.00,401.42,3.10
4-Dec-90,1.20,0.55,421.73,0.00,402.70,3.00
5-Dec-90,1.18,0.54,421.83,0.00,404.20,0.00
6-Dec-90,1.05,0.48,421.87,0.00,404.98,25.70
7-Dec-90,1.97,0.90,422.07,0.00,408.09,16.80
8-Dec-90,2.95,1.35,422.36,0.00,412.76,25.00
9-Dec-90,2.71,1.24,422.59,0.00,416.45,0.00
10-Dec-90,1.83,0.84,422.62,0.00,416.87,10.00
11-Dec-90,2.83,1.30,422.65,0.00,417.32,37.00
12-Dec-90,2.60,1.20,422.98,0.00,421.70,0.00
13-Dec-90,1.86,0.86,422.98,0.00,422.66,45.00
14-Dec-90,2.89,1.33,423.32,0.00,428.12,77.00
15-Dec-90,2.79,1.29,424.24,0.00,442.90,0.00
16-Dec-90,2.66,1.24,424.59,0.00,448.41,0.00
17-Dec-90,1.92,0.89,424.66,0.00,449.61,0.00
18-Dec-90,3.03,1.41,424.73,0.00,450.66,0.00
19-Dec-90,2.98,1.39,424.67,0.00,449.61,0.00
20-Dec-90,2.13,0.99,424.59,0.00,448.41,0.00
21-Dec-90,2.02,0.94,424.56,0.00,447.99,54.00
22-Dec-90,2.66,1.24,424.52,0.00,452.14,25.00
23-Dec-90,1.32,0.62,425.05,0.00,455.94,16.80
24-Dec-90,3.29,1.54,425.34,0.00,461.10,66.60
25-Dec-90,2.47,1.16,426.14,0.00,475.43,0.00
26-Dec-90,3.93,1.85,426.35,0.00,482.90,15.50
27-Dec-90,3.97,1.87,426.66,0.00,484.95,23.00
28-Dec-90,4.31,2.03,426.99,0.00,490.80,7.00
29-Dec-90,4.97,2.34,426.95,0.00,490.03,0.00
30-Dec-90,1.48,0.70,426.88,0.00,488.75,0.00
31-Dec-90,2.23,1.05,426.95,0.00,490.01,0.00
1-Jan-91,2.15,1.01,426.93,0.00,489.74,46.70
2-Jan-91,5.25,2.47,427.14,0.00,493.56,0.00
3-Jan-91,4.51,2.12,427.22,0.00,494.89,15.70
4-Jan-91,3.57,1.68,427.34,0.00,497.14,0.00
5-Jan-91,5.82,2.74,427.33,0.00,496.90,13.70
6-Jan-91,4.95,2.33,427.16,0.00,493.83,33.50
7-Jan-91,3.88,1.83,427.11,0.00,492.94,12.40
8-Jan-91,4.29,2.02,427.22,0.00,494.96,0.00
9-Jan-91,5.17,2.43,427.16,0.00,493.90,17.00
10-Jan-91,4.12,1.94,427.05,0.00,491.85,2.40
11-Jan-91,4.10,1.93,427.03,0.00,491.52,0.00
12-Jan-91,4.95,2.33,427.02,0.00,491.41,0.00
13-Jan-91,4.42,2.08,426.96,0.00,490.33,0.00
14-Jan-91,3.50,1.65,426.84,0.00,488.16,0.00
15-Jan-91,2.18,1.02,426.73,0.00,486.05,33.00
16-Jan-91,2.55,1.20,426.70,0.00,485.53,80.30
17-Jan-91,3.50,1.65,427.49,0.00,499.37,39.00
18-Jan-91,3.08,1.46,428.85,0.00,524.28,0.90
19-Jan-91,4.19,2.00,429.22,0.00,530.91,0.00
20-Jan-91,4.46,2.12,429.34,0.00,533.17,0.00
21-Jan-91,2.84,1.35,429.39,0.00,533.64,0.00
22-Jan-91,2.03,0.97,429.47,0.00,535.37,0.00
23-Jan-91,3.68,1.75,429.53,0.00,536.54,0.00
24-Jan-91,2.74,1.31,429.54,0.00,536.77,0.00
25-Jan-91,3.08,1.47,429.53,0.00,536.61,0.00
26-Jan-91,2.96,1.41,429.53,0.00,536.54,0.00
27-Jan-91,2.24,1.07,429.57,0.00,537.26,0.00
28-Jan-91,2.39,1.14,429.58,0.00,537.49,0.00
29-Jan-91,0.91,0.44,429.54,0.00,536.65,0.00
30-Jan-91,2.50,1.19,429.58,0.00,537.39,0.00
31-Jan-91,2.24,1.07,429.51,0.00,536.13,0.00
1-Feb-91,2.60,1.24,429.40,0.00,535.30,0.00
2-Feb-91,3.50,1.67,429.30,0.00,533.70,0.00
3-Feb-91,3.00,1.43,429.30,0.00,532.40,0.00
4-Feb-91,1.88,0.90,429.20,0.00,531.30,0.00
5-Feb-91,1.54,0.73,429.20,0.00,530.60,0.00
6-Feb-91,1.44,0.69,429.10,0.00,530.20,0.00
7-Feb-91,0.47,0.23,429.10,0.00,529.80,12.00
8-Feb-91,1.07,0.51,429.20,0.00,531.00,0.00
9-Feb-91,1.59,0.76,429.20,0.00,531.00,0.00
10-Feb-91,3.12,1.48,429.10,0.00,530.40,0.00
11-Feb-91,2.07,0.98,429.00,0.00,527.70,0.00
12-Feb-91,1.27,0.61,428.80,0.00,525.00,0.00
13-Feb-91,1.16,0.55,428.80,0.00,524.50,0.00
14-Feb-91,0.61,0.29,428.80,0.00,524.00,0.00
15-Feb-91,0.76,0.36,428.80,0.00,524.20,0.00
16-Feb-91,1.32,0.63,428.80,0.00,524.00,0.00
17-Feb-91,0.40,0.19,428.70,0.00,523.10,0.00
18-Feb-91,0.79,0.37,428.70,0.00,523.20,0.00
19-Feb-91,0.59,0.28,428.70,0.00,523.10,0.00
20-Feb-91,0.93,0.44,428.70,0.00,523.10,0.00
21-Feb-91,1.30,0.62,428.70,0.00,522.70,0.00
22-Feb-91,2.67,1.27,428.70,0.00,522.20,0.00
23-Feb-91,1.43,0.68,428.60,0.00,520.20,0.00
24-Feb-91,1.07,0.51,428.60,0.00,519.70,0.00
25-Feb-91,1.92,0.91,428.50,0.00,519.00,25.00
26-Feb-91,2.12,1.01,428.40,0.00,517.50,0.00
27-Feb-91,3.22,1.52,428.30,0.00,515.90,0.00
28-Feb-91,3.40,1.61,428.20,0.00,512.90,0.00
1-Mar-91,2.65,1.25,428.10,0.00,510.50,0.00
2-Mar-91,2.30,1.09,427.90,0.00,508.90,4.50
3-Mar-91,2.32,1.10,427.80,0.00,506.70,48.50
4-Mar-91,3.29,1.56,427.90,0.00,508.10,0.00
5-Mar-91,3.15,1.49,427.80,0.00,506.10,0.00
6-Mar-91,2.74,1.30,427.70,0.00,504.20,0.00
7-Mar-91,3.43,1.62,427.60,0.00,502.10,0.00
8-Mar-91,3.56,1.68,427.40,0.00,498.80,0.00
9-Mar-91,2.52,1.19,427.30,0.00,496.40,0.00
10-Mar-91,0.42,0.20,427.20,0.00,494.70,0.00
11-Mar-91,2.63,1.24,427.20,0.00,494.40,0.00
12-Mar-91,2.68,1.26,427.10,0.00,492.20,0.00
13-Mar-91,3.03,1.42,426.90,0.00,489.80,0.00
14-Mar-91,3.09,1.45,426.80,0.00,487.60,0.00
15-Mar-91,4.10,1.93,426.60,0.00,484.30,0.00
16-Mar-91,2.56,1.20,426.40,0.00,479.80,0.00
17-Mar-91,3.16,1.48,426.30,0.00,478.30,0.00
18-Mar-91,3.40,1.59,426.10,0.00,475.00,0.00
19-Mar-91,4.66,2.18,425.90,0.00,472.20,0.00
20-Mar-91,6.46,3.02,425.60,0.00,466.90,0.00
21-Mar-91,6.72,3.14,425.30,0.00,460.50,0.00
22-Mar-91,7.00,3.26,424.90,0.00,453.90,0.00
23-Mar-91,6.64,3.08,424.60,0.00,447.80,0.00
24-Mar-91,4.90,2.27,424.20,0.00,442.30,0.00
25-Mar-91,5.88,2.72,423.90,0.00,438.10,0.00
26-Mar-91,6.91,3.20,423.60,0.00,433.10,0.00
27-Mar-91,7.23,3.34,423.20,0.00,426.70,11.20
28-Mar-91,7.02,3.23,422.80,0.00,420.50,1.00
29-Mar-91,7.28,3.35,422.40,0.00,414.00,0.00
30-Mar-91,7.31,3.35,422.00,0.00,407.20,0.00
31-Mar-91,7.23,3.31,421.60,0.00,400.30,9.80
1-Apr-91,7.00,3.20,421.20,0.00,394.10,0.20
2-Apr-91,7.07,3.22,420.80,0.00,387.60,2.50
3-Apr-91,7.30,3.32,420.40,0.00,380.90,0.00
4-Apr-91,7.00,3.17,419.90,0.00,374.10,0.00
5-Apr-91,6.93,3.14,419.50,0.00,367.80,0.00
6-Apr-91,7.08,3.19,419.00,0.00,361.40,0.00
7-Apr-91,6.85,3.08,418.60,0.00,354.80,5.60
8-Apr-91,7.41,3.33,418.10,0.00,348.30,9.10
9-Apr-91,7.10,3.18,417.70,0.00,342.90,0.00
10-Apr-91,6.02,2.70,417.60,0.00,340.70,0.00
11-Apr-91,7.14,3.19,417.20,0.00,336.30,0.00
12-Apr-91,4.60,2.05,416.80,0.00,330.30,17.20
13-Apr-91,3.29,1.46,416.60,0.00,327.20,9.00
14-Apr-91,3.66,1.63,416.40,0.00,325.00,0.00
15-Apr-91,5.73,2.54,416.20,0.00,321.70,0.00
16-Apr-91,4.80,2.13,415.80,0.00,316.10,0.00
17-Apr-91,4.01,1.77,415.50,0.00,311.80,0.00
18-Apr-91,6.89,3.04,415.10,0.00,306.80,0.00
19-Apr-91,6.42,2.83,414.60,0.00,300.80,0.00
20-Apr-91,7.32,3.21,414.10,0.00,294.60,0.00
21-Apr-91,3.68,1.61,413.40,0.00,287.70,3.00
22-Apr-91,5.13,2.24,413.30,0.00,288.90,0.00
23-Apr-91,8.68,3.78,412.80,0.00,280.40,3.20
24-Apr-91,7.78,3.38,412.00,0.00,272.00,0.00
25-Apr-91,8.35,3.61,411.30,0.00,263.90,0.00
26-Apr-91,9.03,3.88,410.50,0.00,255.00,0.00
27-Apr-91,7.58,3.24,409.60,0.00,245.90,0.00
28-Apr-91,3.74,1.59,408.80,0.00,238.40,0.00
29-Apr-91,6.47,2.75,408.60,0.00,235.70,0.00
30-Apr-91,8.13,3.45,407.90,0.00,228.90,0.00
1-May-91,5.10,2.15,406.90,0.00,219.80,0.00
2-May-91,6.48,2.72,406.40,0.00,214.90,0.00
3-May-91,8.26,3.46,405.70,0.00,207.10,0.00
4-May-91,7.24,3.01,404.60,0.00,197.50,6.30
5-May-91,5.55,2.30,403.80,0.00,191.60,0.00
6-May-91,7.33,3.02,403.10,0.00,187.10,31.90
7-May-91,8.70,3.57,402.10,0.00,179.80,0.00
8-May-91,7.79,3.17,400.90,0.00,171.50,0.00
9-May-91,7.16,2.89,399.80,0.00,163.90,0.00
10-May-91,6.31,2.53,398.80,0.00,156.70,0.00
11-May-91,4.13,1.65,397.80,0.00,150.00,0.00
12-May-91,4.41,1.76,397.20,0.00,145.90,0.00
13-May-91,6.01,2.38,396.50,0.00,140.60,0.00
14-May-91,6.35,2.50,395.50,0.00,134.10,0.00
15-May-91,5.65,2.21,394.40,0.00,127.20,7.80
16-May-91,4.39,1.70,393.50,0.00,122.00,1.50
17-May-91,6.11,2.37,392.80,0.00,117.90,0.00
18-May-91,4.59,1.76,391.70,0.00,112.00,0.00
19-May-91,3.70,1.42,390.90,0.00,107.90,1.00
20-May-91,5.30,2.02,390.40,0.00,104.90,0.00
21-May-91,4.98,1.89,389.50,0.00,100.40,0.00
22-May-91,3.49,1.31,388.60,0.00,96.30,0.00
23-May-91,5.33,2.00,388.00,0.00,93.50,0.00
24-May-91,7.22,2.68,386.60,0.00,87.50,0.00
25-May-91,3.62,1.33,385.20,0.00,81.00,0.00
26-May-91,4.03,1.48,384.40,0.00,77.90,0.00
27-May-91,3.89,1.42,383.40,0.00,74.70,0.00
28-May-91,3.83,1.38,382.50,0.00,71.30,0.00
29-May-91,6.87,2.47,381.40,0.00,67.50,0.00
30-May-91,5.61,1.99,379.50,0.00,61.10,0.00
31-May-91,1.89,0.66,377.90,0.00,56.30,0.00
1-Jun-91,0.83,0.29,377.70,0.00,55.70,8.00
2-Jun-91,0.41,0.15,377.70,0.00,55.60,12.20
3-Jun-91,2.04,0.72,378.90,0.00,59.30,10.50
4-Jun-91,2.06,0.74,381.30,0.00,66.90,10.00
5-Jun-91,2.76,1.03,386.70,0.00,87.80,2.30
6-Jun-91,1.53,0.58,389.50,0.00,100.00,0.00
7-Jun-91,1.78,0.68,390.90,0.00,107.60,0.00
8-Jun-91,2.94,1.13,391.30,0.00,107.90,0.00
9-Jun-91,3.25,1.24,390.90,0.00,107.60,0.00
10-Jun-91,1.44,0.55,391.10,0.00,108.10,0.00
11-Jun-91,3.97,1.52,391.30,0.00,109.60,0.00
