DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),GROSS STORAGE (mcm),SPILL (mcm),RAIN (mm)
30-Oct-87,0.74,0.10,212.15,446.65,0.055,4.60
31-Oct-87,0.72,0.10,212.60,454.51,0.073,5.70
1-Nov-87,0.74,0.11,213.10,463.32,0,1.00
2-Nov-87,1.36,0.20,213.40,468.66,0,0.00
3-Nov-87,1.67,0.24,213.85,476.72,0,0.00
4-Nov-87,1.28,0.19,214.10,481.23,0,5.30
5-Nov-87,1.26,0.18,214.35,485.76,0,0.50
6-Nov-87,1.16,0.17,214.55,489.40,0,0.00
7-Nov-87,1.21,0.18,214.80,493.98,0,4.20
8-Nov-87,0.38,0.06,215.00,497.65,0,0.60
9-Nov-87,1.09,0.16,215.15,500.42,0,0.00
10-Nov-87,1.19,0.18,215.30,503.19,0,0.00
11-Nov-87,2.29,0.34,215.50,506.91,0,0.00
12-Nov-87,2.64,0.39,215.60,508.77,0,0.50
13-Nov-87,5.07,0.75,215.70,510.63,0,2.50
14-Nov-87,1.87,0.28,215.60,508.77,0.207,0.00
15-Nov-87,0.94,0.14,215.70,510.63,0.216,0.00
16-Nov-87,2.49,0.37,215.75,511.57,0,0.00
17-Nov-87,2.20,0.33,215.85,513.44,0,4.80
18-Nov-87,2.58,0.39,216.00,516.25,0,0.90
19-Nov-87,2.74,0.41,216.15,519.07,0,6.60
20-Nov-87,2.14,0.32,216.40,523.79,0,1.90
21-Nov-87,2.51,0.38,216.60,527.58,0,2.00
22-Nov-87,2.55,0.39,216.75,530.43,0,1.40
23-Nov-87,2.42,0.37,216.85,532.34,0,0.00
24-Nov-87,2.58,0.39,217.00,535.20,0,0.00
25-Nov-87,3.47,0.53,217.15,538.08,0,64.70
26-Nov-87,3.39,0.52,217.65,547.72,0,15.50
27-Nov-87,3.41,0.53,217.90,552.57,0,15.00
28-Nov-87,2.47,0.38,218.00,554.52,0,0.00
29-Nov-87,2.39,0.37,218.20,558.42,0,0.00
30-Nov-87,2.53,0.39,218.30,560.38,0,0.00
1-Dec-87,2.97,0.46,218.35,561.36,0,0.00
2-Dec-87,2.95,0.46,218.40,562.34,0,0.00
3-Dec-87,2.96,0.46,218.45,563.32,0,1.80
4-Dec-87,2.68,0.42,218.50,564.31,0,23.00
5-Dec-87,2.98,0.46,218.50,564.31,0,0.00
6-Dec-87,2.93,0.46,218.50,564.31,0,0.00
7-Dec-87,2.70,0.42,218.55,565.29,0,55.00
8-Dec-87,2.75,0.43,218.65,567.26,0,32.80
9-Dec-87,3.07,0.48,218.75,569.23,0,0.50
10-Dec-87,2.33,0.36,218.85,571.21,0,2.50
11-Dec-87,2.72,0.43,218.95,573.19,0,0.00
12-Dec-87,2.42,0.38,219.05,575.18,0,1.00
13-Dec-87,2.67,0.42,219.10,576.17,0,0.00
14-Dec-87,2.75,0.43,219.15,577.17,0,0.00
15-Dec-87,3.04,0.48,219.15,577.17,0,0.00
16-Dec-87,2.68,0.42,219.15,577.17,0,0.50
17-Dec-87,2.71,0.43,219.20,578.16,0,0.60
18-Dec-87,2.68,0.42,219.20,578.16,0,0.00
19-Dec-87,2.95,0.47,219.30,580.15,0,0.00
20-Dec-87,2.64,0.42,219.35,581.15,0,0.00
21-Dec-87,2.97,0.47,219.35,581.15,0,0.00
22-Dec-87,3.04,0.48,219.35,581.15,0,0.00
23-Dec-87,3.05,0.48,219.50,584.15,0,54.40
24-Dec-87,2.99,0.47,219.55,585.15,0,3.30
25-Dec-87,1.28,0.20,219.55,585.15,0,54.40
26-Dec-87,2.54,0.40,219.65,587.16,0,6.50
27-Dec-87,3.02,0.48,219.65,587.16,0,0.00
28-Dec-87,3.73,0.59,219.60,586.16,0,0.00
29-Dec-87,3.78,0.60,219.60,586.16,0,16.50
30-Dec-87,4.82,0.76,219.55,585.15,0,4.30
31-Dec-87,3.23,0.51,219.35,581.15,0,0.00
1-Jan-88,3.07,0.48,219.30,580.15,0,0.00
2-Jan-88,2.87,0.45,219.30,580.15,0,1.70
3-Jan-88,2.94,0.46,219.25,579.16,0,1.70
4-Jan-88,3.63,0.57,219.20,578.16,0,0.00
5-Jan-88,3.09,0.49,219.15,577.17,0,0.00
6-Jan-88,3.58,0.56,219.10,576.17,0,0.00
7-Jan-88,3.74,0.59,219.00,574.18,0,1.80
8-Jan-88,4.05,0.64,218.90,572.20,0,4.40
9-Jan-88,3.18,0.50,218.80,570.22,0,13.00
10-Jan-88,2.54,0.40,218.70,568.25,0,1.00
11-Jan-88,3.15,0.49,218.65,567.26,0,58.90
12-Jan-88,3.37,0.53,218.65,567.26,0,6.30
13-Jan-88,2.85,0.45,218.60,566.27,0,64.20
14-Jan-88,3.83,0.60,218.60,566.27,0,25.30
15-Jan-88,3.61,0.56,218.55,565.29,0,0.00
16-Jan-88,4.24,0.66,218.45,563.32,0,0.00
17-Jan-88,3.46,0.54,218.35,561.36,0,3.20
18-Jan-88,3.81,0.59,218.25,559.40,0,0.60
19-Jan-88,4.11,0.64,218.20,558.42,0,0.00
20-Jan-88,3.99,0.62,218.10,556.47,0,0.00
21-Jan-88,4.96,0.77,218.15,557.44,0,0.00
22-Jan-88,4.69,0.73,218.10,556.47,0,0.00
23-Jan-88,4.62,0.71,218.00,554.52,0,0.00
24-Jan-88,1.86,0.29,217.85,551.60,0,0.70
25-Jan-88,4.57,0.70,217.80,550.63,0,0.00
26-Jan-88,5.50,0.84,217.60,546.75,0,0.00
27-Jan-88,5.49,0.84,217.45,543.85,0,0.00
28-Jan-88,5.91,0.90,217.25,540.00,0,0.00
29-Jan-88,5.38,0.82,217.10,537.12,0,0.00
30-Jan-88,5.29,0.80,216.90,533.29,0,0.00
31-Jan-88,4.78,0.73,217.00,535.20,0,0.00
1-Feb-88,5.30,0.81,216.95,534.25,0,3.60
2-Feb-88,5.00,0.76,216.90,533.29,0,0.00
3-Feb-88,5.77,0.88,216.90,533.29,0,0.00
4-Feb-88,6.61,1.00,216.75,530.43,0,0.00
5-Feb-88,5.84,0.88,216.65,528.53,0,0.00
6-Feb-88,5.79,0.87,216.50,525.68,0,0.00
7-Feb-88,5.48,0.83,216.45,524.73,0,0.00
8-Feb-88,5.85,0.88,216.40,523.79,0,0.00
9-Feb-88,5.42,0.81,216.25,520.95,0,0.00
10-Feb-88,7.33,1.10,216.15,519.07,0,0.00
11-Feb-88,5.74,0.86,215.95,515.31,0,0.00
12-Feb-88,7.02,1.05,215.85,513.44,0,0.00
13-Feb-88,4.38,0.65,215.75,511.57,0,0.00
14-Feb-88,2.60,0.39,215.65,509.70,0,0.00
15-Feb-88,6.25,0.93,215.60,508.77,0,1.00
16-Feb-88,6.59,0.98,215.45,505.98,0,0.00
17-Feb-88,7.88,1.17,215.35,504.12,0,2.70
18-Feb-88,8.53,1.26,215.20,501.34,0,28.00
19-Feb-88,8.67,1.28,215.00,497.65,0,0.00
20-Feb-88,6.02,0.88,214.85,494.90,0,0.00
21-Feb-88,5.71,0.84,214.75,493.06,0,0.00
22-Feb-88,9.49,1.39,214.55,489.40,0,4.10
23-Feb-88,7.43,1.08,214.35,485.76,0,4.10
24-Feb-88,8.23,1.19,214.10,481.23,0,4.10
25-Feb-88,9.14,1.32,213.95,478.52,0,11.60
26-Feb-88,8.96,1.29,213.75,474.92,0,0.00
27-Feb-88,11.51,1.65,213.50,470.44,0,2.90
28-Feb-88,8.15,1.16,213.10,463.32,0,0.00
29-Feb-88,10.42,1.48,212.85,458.90,0,3.00
1-Mar-88,6.75,0.95,212.55,453.63,0,0.00
2-Mar-88,8.75,1.23,212.35,450.13,0,0.00
3-Mar-88,8.29,1.16,212.20,447.52,0,1.00
4-Mar-88,8.65,1.21,211.85,441.46,0,0.00
5-Mar-88,6.40,0.89,211.65,438.01,0,0.00
6-Mar-88,6.50,0.89,211.06,427.93,0,0.00
7-Mar-88,10.87,1.50,211.45,434.58,0,0.00
8-Mar-88,10.18,1.40,211.25,431.16,0,0.00
9-Mar-88,8.60,1.18,211.00,426.91,0,6.40
10-Mar-88,8.76,1.20,210.85,424.37,0,1.00
11-Mar-88,10.53,1.44,210.70,421.84,0,2.40
12-Mar-88,6.33,0.86,210.50,418.48,0,4.30
13-Mar-88,6.61,0.90,210.50,418.48,0,0.00
14-Mar-88,6.49,0.88,210.30,415.14,0,2.70
15-Mar-88,6.33,0.86,210.20,413.47,0,62.80
16-Mar-88,6.51,0.88,210.30,415.14,0,12.60
17-Mar-88,6.05,0.82,210.40,416.81,0,0.00
18-Mar-88,6.14,0.83,210.35,415.97,0,0.00
19-Mar-88,5.60,0.76,210.20,413.47,0,0.00
20-Mar-88,5.22,0.70,210.05,410.97,0,0.00
21-Mar-88,1.00,0.13,209.85,407.66,0,8.50
22-Mar-88,0.97,0.13,209.95,409.31,0,0.00
23-Mar-88,0.73,0.10,210.10,411.80,0,0.00
24-Mar-88,0.73,0.10,210.30,415.14,0,0.00
25-Mar-88,1.15,0.16,210.50,418.48,0,20.00
26-Mar-88,0.00,0.00,210.60,420.16,0,0.00
27-Mar-88,0.27,0.04,210.80,423.53,0,0.00
28-Mar-88,1.29,0.18,210.85,424.37,0,0.00
29-Mar-88,3.82,0.52,210.85,424.37,0,0.00
30-Mar-88,3.60,0.49,210.75,422.69,0,0.00
31-Mar-88,3.18,0.44,210.90,425.22,0,0.00
1-Apr-88,2.60,0.36,210.95,426.06,0,0.00
2-Apr-88,3.41,0.47,210.90,425.22,0,0.00
3-Apr-88,2.78,0.38,211.00,426.91,0,0.00
4-Apr-88,3.92,0.54,210.95,426.06,0,3.70
5-Apr-88,2.82,0.39,211.10,428.61,0,0.00
6-Apr-88,2.86,0.39,211.15,429.46,0,0.00
7-Apr-88,3.38,0.47,211.15,429.46,0,0.00
8-Apr-88,3.14,0.43,211.20,430.31,0,0.00
9-Apr-88,3.07,0.42,211.15,429.46,0,1.70
10-Apr-88,1.63,0.23,211.20,430.31,0,40.00
11-Apr-88,2.11,0.29,211.20,430.31,0,0.00
12-Apr-88,2.71,0.37,211.10,428.61,0,70.40
13-Apr-88,2.12,0.29,211.20,430.31,0,0.00
14-Apr-88,2.61,0.36,211.20,430.31,0,27.00
15-Apr-88,2.80,0.39,211.15,429.46,0,30.80
16-Apr-88,1.94,0.27,211.25,431.16,0,1.40
17-Apr-88,1.46,0.20,211.30,432.01,0,14.30
18-Apr-88,1.95,0.27,211.35,432.87,0,34.60
19-Apr-88,1.33,0.18,211.65,438.01,0,0.00
20-Apr-88,1.49,0.21,212.10,445.78,0,1.00
21-Apr-88,2.25,0.32,212.35,450.13,0,18.50
22-Apr-88,1.34,0.19,212.75,457.14,0,36.00
23-Apr-88,2.20,0.31,212.95,460.67,0,10.00
24-Apr-88,1.44,0.21,213.25,465.99,0,1.00
25-Apr-88,3.52,0.50,213.45,469.55,0,12.80
26-Apr-88,3.57,0.51,213.50,470.44,0,0.50
27-Apr-88,3.45,0.50,213.70,474.02,0,0.00
28-Apr-88,2.47,0.36,213.90,477.62,0,0.00
29-Apr-88,3.45,0.50,214.05,480.32,0,7.00
30-Apr-88,3.18,0.46,214.20,483.04,0,0.00
1-May-88,0.87,0.13,214.40,486.67,0,0.00
2-May-88,1.08,0.16,214.55,489.40,0,0.00
3-May-88,0.87,0.13,214.65,491.23,0,0.00
4-May-88,1.97,0.29,214.85,494.90,0,0.00
5-May-88,0.88,0.13,215.05,498.58,0,0.00
6-May-88,0.85,0.13,215.30,503.19,0,1.00
7-May-88,0.98,0.15,215.55,507.84,0,0.60
8-May-88,0.81,0.12,215.80,512.50,0,0.00
9-May-88,0.97,0.15,215.95,515.31,0,0.00
10-May-88,0.83,0.12,216.10,518.13,0,0.00
11-May-88,0.85,0.13,216.20,520.01,0,0.00
12-May-88,0.84,0.13,216.35,522.84,0,0.00
13-May-88,1.91,0.29,216.40,523.79,0,0.00
14-May-88,4.10,0.62,216.35,522.84,0,0.00
15-May-88,4.41,0.66,216.40,523.79,0,0.00
16-May-88,4.66,0.70,216.20,520.01,0,0.00
17-May-88,6.44,0.96,215.95,515.31,0,0.00
18-May-88,6.38,0.95,215.65,509.70,0,0.00
19-May-88,6.49,0.96,215.40,505.05,0,7.00
20-May-88,6.73,1.00,215.40,505.05,0,0.00
21-May-88,5.57,0.82,215.25,502.27,0,0.00
22-May-88,5.30,0.78,215.10,499.50,0,0.00
23-May-88,6.54,0.96,214.85,494.90,0,0.00
24-May-88,5.99,0.88,214.70,492.15,0,0.00
25-May-88,6.69,0.97,214.35,485.76,0,0.00
26-May-88,6.65,0.97,214.25,483.95,0,0.00
27-May-88,6.47,0.94,214.10,481.23,0,0.00
28-May-88,4.42,0.64,214.25,483.95,0,0.00
29-May-88,4.44,0.65,214.30,484.85,0,0.00
30-May-88,4.31,0.63,214.20,483.04,0,0.00
31-May-88,4.38,0.64,214.15,482.13,0,0.00
1-Jun-88,4.48,0.65,214.00,479.42,0,0.00
2-Jun-88,2.48,0.36,214.00,479.42,0,0.00
3-Jun-88,6.60,0.95,214.00,479.42,0,0.00
4-Jun-88,6.71,0.97,213.85,476.72,0,0.00
5-Jun-88,6.73,0.97,213.65,473.13,0,0.00
6-Jun-88,6.69,0.96,213.45,469.55,0,0.00
7-Jun-88,6.40,0.92,213.35,467.77,0,0.00
8-Jun-88,6.77,0.97,213.15,464.21,0,0.00
9-Jun-88,6.74,0.96,212.85,458.90,0,0.00
10-Jun-88,6.43,0.91,212.65,455.38,0,0.00
11-Jun-88,6.21,0.87,212.35,450.13,0,0.00
12-Jun-88,6.37,0.89,212.20,447.52,0,0.00
13-Jun-88,6.27,0.88,211.90,442.32,0,0.00
14-Jun-88,5.30,0.74,211.70,438.87,0,0.00
15-Jun-88,5.21,0.72,211.50,435.43,0,0.00
16-Jun-88,5.29,0.73,211.30,432.01,0,0.00
17-Jun-88,5.18,0.71,211.00,426.91,0,0.00
18-Jun-88,5.13,0.70,210.80,423.53,0,0.00
19-Jun-88,5.27,0.72,210.55,419.32,0,0.00
20-Jun-88,5.29,0.72,210.25,414.30,0,0.00
21-Jun-88,5.36,0.72,210.00,410.14,0,0.00
22-Jun-88,5.35,0.72,209.75,406.01,0,0.00
23-Jun-88,5.32,0.71,209.50,401.90,0,0.00
24-Jun-88,5.64,0.75,209.30,398.62,0,0.00
25-Jun-88,6.12,0.81,208.95,392.93,0,0.00
26-Jun-88,5.95,0.78,208.65,388.09,0,0.00
27-Jun-88,5.93,0.78,208.30,382.48,0,0.00
28-Jun-88,5.82,0.76,207.95,376.92,0,0.00
29-Jun-88,5.94,0.77,207.65,372.19,0,0.00
30-Jun-88,5.99,0.77,207.20,365.15,0,0.00
1-Jul-88,5.68,0.72,206.90,360.50,0,0.00
2-Jul-88,4.36,0.55,206.65,356.66,0,0.00
3-Jul-88,4.26,0.54,206.35,352.07,0,24.00
4-Jul-88,4.59,0.58,206.10,348.27,0,0.70
5-Jul-88,4.21,0.53,205.90,345.25,0,6.60
6-Jul-88,4.33,0.54,205.65,341.50,0,0.00
7-Jul-88,4.31,0.53,205.50,339.25,0,0.00
8-Jul-88,4.37,0.54,205.35,337.02,0,0.00
9-Jul-88,4.34,0.54,205.30,336.28,0,0.00
10-Jul-88,4.08,0.50,205.25,335.53,0,0.00
11-Jul-88,3.95,0.49,205.15,334.05,0,0.00
12-Jul-88,3.96,0.49,205.10,333.31,0,3.40
13-Jul-88,3.99,0.49,204.90,330.37,0,0.00
14-Jul-88,4.03,0.49,204.90,330.37,0,0.00
15-Jul-88,4.22,0.52,204.90,330.37,0,0.00
16-Jul-88,4.02,0.49,204.80,328.90,0,0.00
17-Jul-88,4.01,0.49,204.80,328.90,0,2.00
18-Jul-88,4.48,0.55,204.70,327.44,0,0.00
19-Jul-88,4.06,0.49,204.70,327.44,0,0.00
20-Jul-88,4.03,0.49,204.65,326.71,0,0.00
21-Jul-88,3.92,0.48,204.70,327.44,0,2.10
22-Jul-88,4.29,0.52,204.60,325.98,0,0.00
23-Jul-88,4.00,0.49,204.50,324.52,0,0.00
24-Jul-88,4.01,0.49,204.45,323.79,0,0.00
25-Jul-88,3.94,0.48,204.40,323.07,0,0.00
26-Jul-88,4.06,0.49,204.30,321.62,0,0.00
27-Jul-88,3.96,0.48,204.30,321.62,0,0.00
28-Jul-88,3.39,0.41,204.25,320.89,0,0.00
29-Jul-88,3.57,0.43,204.25,320.89,0,0.00
30-Jul-88,2.93,0.35,204.25,320.89,0,0.00
31-Jul-88,3.02,0.36,204.20,320.17,0,0.00
1-Aug-88,2.98,0.36,204.10,318.73,0,0.00
2-Aug-88,3.05,0.37,204.10,318.73,0,0.00
3-Aug-88,2.67,0.32,204.10,318.73,0,0.00
4-Aug-88,2.72,0.33,204.15,319.45,0,0.00
5-Aug-88,2.65,0.32,204.20,320.17,0,0.00
6-Aug-88,2.68,0.32,204.30,321.62,0,0.00
7-Aug-88,2.65,0.32,204.30,321.62,0,0.00
8-Aug-88,3.41,0.41,204.25,320.89,0,1.00
9-Aug-88,3.60,0.44,204.35,322.34,0,0.00
10-Aug-88,4.08,0.50,204.45,323.79,0,0.00
11-Aug-88,5.30,0.64,204.35,322.34,0,0.00
12-Aug-88,5.37,0.65,204.25,320.89,0,11.00
13-Aug-88,4.41,0.53,204.00,317.29,0,0.00
14-Aug-88,3.88,0.46,203.80,314.42,0,0.00
15-Aug-88,4.04,0.48,203.50,310.15,0,0.00
16-Aug-88,4.11,0.49,203.50,310.15,0,0.00
17-Aug-88,4.12,0.48,202.90,301.71,0,0.00
18-Aug-88,3.93,0.46,203.00,303.11,0,0.00
19-Aug-88,4.04,0.47,202.80,300.32,0,0.00
20-Aug-88,4.10,0.48,202.60,297.54,0.675,0.00
21-Aug-88,4.21,0.49,202.20,292.03,1.296,0.00
22-Aug-88,4.23,0.49,202.00,289.30,1.296,0.00
23-Aug-88,4.09,0.47,202.00,289.30,1.296,4.60
24-Aug-88,4.11,0.47,201.80,286.58,1.08,0.00
25-Aug-88,4.14,0.48,202.00,289.30,0.864,5.60
26-Aug-88,4.15,0.48,202.00,289.30,0.864,2.20
27-Aug-88,4.23,0.49,201.85,287.26,0.864,28.80
28-Aug-88,4.20,0.48,201.85,287.26,0.864,0.00
29-Aug-88,4.18,0.48,201.80,286.58,0.864,0.00
30-Aug-88,4.25,0.49,201.80,286.58,0.864,0.00
31-Aug-88,4.17,0.48,201.75,285.90,0.864,0.00
1-Sep-88,4.22,0.48,201.80,286.58,0.864,0.00
2-Sep-88,4.06,0.47,201.75,285.90,0.696,0.00
3-Sep-88,3.17,0.36,201.90,287.94,0,0.00
4-Sep-88,3.16,0.36,202.00,289.30,0,0.00
5-Sep-88,3.04,0.35,202.25,292.72,0,12.10
6-Sep-88,3.17,0.37,202.65,298.23,0,15.80
7-Sep-88,3.12,0.37,202.90,301.71,0,0.00
8-Sep-88,2.31,0.27,202.95,302.41,0.143,0.00
9-Sep-88,3.01,0.36,203.05,303.81,0.025,0.00
10-Sep-88,1.74,0.21,203.15,305.21,0,0.00
11-Sep-88,1.57,0.19,203.40,308.74,0,1.00
12-Sep-88,1.91,0.23,203.85,315.14,0,10.00
13-Sep-88,1.68,0.20,204.10,318.73,0,1.50
14-Sep-88,1.96,0.24,204.25,320.89,0,0.00
15-Sep-88,0.82,0.10,204.60,325.98,0,0.00
16-Sep-88,0.20,0.03,204.90,330.37,0,0.00
17-Sep-88,0.09,0.01,205.35,337.02,0,0.00
18-Sep-88,0.12,0.02,205.75,343.00,0,0.00
19-Sep-88,0.37,0.05,205.80,343.75,0,0.00
20-Sep-88,0.10,0.01,206.10,348.27,0,0.00
21-Sep-88,0.34,0.04,206.50,354.36,0,0.00
22-Sep-88,0.26,0.03,206.90,360.50,0,0.00
23-Sep-88,0.66,0.09,207.20,365.15,0,0.00
24-Sep-88,0.26,0.03,207.40,368.27,0,0.00
25-Sep-88,0.20,0.03,207.80,374.55,0,0.00
26-Sep-88,0.23,0.03,207.95,376.92,0,0.00
27-Sep-88,0.24,0.03,208.25,381.68,0,0.00
28-Sep-88,0.30,0.04,208.60,387.29,0,0.00
29-Sep-88,0.83,0.11,208.90,392.12,0,0.00
30-Sep-88,0.23,0.03,209.25,397.81,0,0.00
1-Oct-88,0.22,0.03,209.60,403.54,0,0.00
2-Oct-88,0.29,0.04,209.90,408.49,0,0.00
3-Oct-88,0.41,0.06,210.30,415.14,0,0.00
4-Oct-88,0.31,0.04,210.70,421.84,0,1.00
5-Oct-88,0.33,0.05,211.05,427.76,0,2.00
6-Oct-88,0.41,0.06,211.35,432.87,0,0.00
7-Oct-88,0.50,0.07,211.70,438.87,0,0.00
8-Oct-88,0.23,0.03,212.00,444.05,0,0.00
9-Oct-88,0.08,0.01,212.30,449.26,0,0.00
10-Oct-88,2.34,0.33,212.60,454.51,0,9.90
11-Oct-88,1.88,0.27,212.80,458.02,0,44.50
12-Oct-88,2.33,0.33,213.00,461.55,0,0.00
13-Oct-88,1.85,0.26,213.20,465.10,0,0.00
14-Oct-88,2.19,0.31,213.45,469.55,0,0.00
15-Oct-88,1.54,0.22,213.65,473.13,0,0.00
16-Oct-88,3.14,0.45,213.80,475.82,0,0.00
17-Oct-88,3.13,0.45,214.00,479.42,0,0.00
18-Oct-88,3.23,0.47,214.25,483.95,0,0.00
19-Oct-88,2.98,0.44,214.55,489.40,0,0.00
20-Oct-88,3.55,0.52,214.65,491.23,0,2.00
21-Oct-88,3.58,0.53,214.90,495.81,0,0.00
22-Oct-88,2.33,0.34,215.00,497.65,0,0.00
23-Oct-88,4.90,0.72,215.15,500.42,0,9.20
24-Oct-88,2.31,0.34,215.20,501.34,0,35.50
25-Oct-88,3.81,0.56,215.35,504.12,0,61.30
26-Oct-88,3.30,0.49,215.55,507.84,0,42.00
27-Oct-88,4.60,0.69,215.80,512.50,0,20.90
28-Oct-88,3.82,0.57,216.00,516.25,0,0.00
29-Oct-88,4.87,0.73,216.20,520.01,0,0.00
30-Oct-88,5.01,0.75,216.35,522.84,0.096,32.00
31-Oct-88,3.81,0.57,216.35,522.84,0.252,2.50
1-Nov-88,5.41,0.82,216.55,526.63,0,2.50
2-Nov-88,5.99,0.91,216.70,529.48,0,25.00
3-Nov-88,5.93,0.90,216.80,531.38,0,5.60
4-Nov-88,4.58,0.69,216.80,531.38,0,5.50
5-Nov-88,4.71,0.72,217.00,535.20,0,24.20
6-Nov-88,4.76,0.73,217.20,539.04,0,17.10
7-Nov-88,4.73,0.72,217.30,540.96,0,0.00
8-Nov-88,4.71,0.72,217.35,541.92,0,19.30
9-Nov-88,3.93,0.60,217.45,543.85,0,5.50
10-Nov-88,4.34,0.68,218.55,565.29,0,14.00
11-Nov-88,4.90,0.76,218.55,565.29,0,27.50
12-Nov-88,6.09,0.96,219.50,584.15,0,11.20
13-Nov-88,5.66,0.90,219.95,593.20,0,64.40
14-Nov-88,5.27,0.84,220.30,600.28,0,12.50
15-Nov-88,5.30,0.85,220.45,603.33,0,14.40
16-Nov-88,5.53,0.89,220.50,604.35,0,0.00
17-Nov-88,5.06,0.82,220.85,611.50,0,0.00
18-Nov-88,4.13,0.67,221.10,616.63,0,0.00
19-Nov-88,3.70,0.60,221.25,619.73,0,5.50
20-Nov-88,3.66,0.60,221.50,624.89,0,1.00
21-Nov-88,3.71,0.61,221.55,625.93,0,0.00
22-Nov-88,3.45,0.56,221.55,625.93,0,0.00
23-Nov-88,3.34,0.54,221.55,625.93,0,0.00
24-Nov-88,4.42,0.72,221.55,625.93,0,1.30
25-Nov-88,4.50,0.73,221.55,625.93,0,0.00
26-Nov-88,4.48,0.73,221.60,626.97,0,0.00
27-Nov-88,4.41,0.72,221.60,626.97,0,0.00
28-Nov-88,4.41,0.72,221.55,625.93,0,0.00
29-Nov-88,4.42,0.72,221.50,624.89,0,0.00
30-Nov-88,4.43,0.72,221.55,625.93,0,0.00
1-Dec-88,4.91,0.80,221.40,622.82,0,0.00
2-Dec-88,5.16,0.84,221.40,622.82,0,0.00
3-Dec-88,6.27,1.02,221.25,619.73,0,0.00
4-Dec-88,6.81,1.10,221.00,614.58,0,0.00
5-Dec-88,6.93,1.12,220.75,609.45,0,6.00
6-Dec-88,7.09,1.14,220.50,604.35,0,4.00
7-Dec-88,6.40,1.02,220.30,600.28,0,0.00
8-Dec-88,6.76,1.08,220.20,598.25,0,0.00
9-Dec-88,6.78,1.08,219.95,593.20,0,0.50
10-Dec-88,6.07,0.96,219.55,585.15,0,0.00
11-Dec-88,6.61,1.05,219.50,584.15,0,0.00
12-Dec-88,6.39,1.01,219.30,580.15,0,0.00
13-Dec-88,6.18,0.97,219.10,576.17,0,0.00
14-Dec-88,6.13,0.96,218.85,571.21,0,2.90
15-Dec-88,6.33,0.99,218.60,566.27,0,0.00
16-Dec-88,6.28,0.98,218.35,561.36,0,0.00
17-Dec-88,4.38,0.68,218.10,556.47,0,28.00
18-Dec-88,2.78,0.43,218.00,554.52,0,12.80
19-Dec-88,2.29,0.35,217.75,549.65,1.498,7.20
20-Dec-88,3.13,0.48,217.65,547.72,2.765,39.50
21-Dec-88,3.13,0.48,217.60,546.75,2.765,46.80
22-Dec-88,3.13,0.48,217.60,546.75,2.4,5.00
23-Dec-88,3.24,0.50,217.70,548.69,1.055,23.20
24-Dec-88,3.59,0.55,217.70,548.69,0.216,57.00
25-Dec-88,2.24,0.35,218.30,560.38,0,30.60
26-Dec-88,0.30,0.05,218.75,569.23,0.108,2.40
27-Dec-88,0.59,0.09,219.05,575.18,0.108,23.00
28-Dec-88,1.64,0.26,219.35,581.15,0.014,185.10
29-Dec-88,0.60,0.10,220.50,604.35,0.111,23.30
30-Dec-88,0.69,0.11,221.50,624.89,0.108,0.00
31-Dec-88,0.85,0.14,222.05,636.34,0.108,10.50
1-Jan-89,0.58,0.10,222.45,644.73,0.108,2.80
2-Jan-89,0.81,0.14,222.80,652.12,0.108,4.00
3-Jan-89,0.77,0.13,223.15,659.55,0.108,22.30
4-Jan-89,0.96,0.16,223.50,667.02,0.098,55.80
5-Jan-89,0.86,0.15,223.95,676.69,0.108,101.50
6-Jan-89,1.70,0.29,224.70,692.95,0,15.60
7-Jan-89,0.74,0.13,225.15,702.80,0.108,10.30
8-Jan-89,0.85,0.15,225.75,716.03,0.108,25.60
9-Jan-89,1.40,0.24,225.80,717.14,0.108,0.00
10-Jan-89,1.43,0.25,226.20,726.04,0.072,4.00
11-Jan-89,1.43,0.25,226.50,732.74,0,0.00
12-Jan-89,1.16,0.21,226.80,739.48,0,4.50
13-Jan-89,1.01,0.18,227.00,743.99,0,54.00
14-Jan-89,0.54,0.10,227.40,753.04,0,53.50
15-Jan-89,0.64,0.11,228.00,766.72,0,74.40
16-Jan-89,1.59,0.29,228.70,782.82,0,15.80
17-Jan-89,2.84,0.53,230.50,824.94,10.649,0.00
18-Jan-89,3.01,0.56,230.40,822.57,10.843,0.00
19-Jan-89,2.44,0.45,230.60,827.31,13.1,0.00
20-Jan-89,2.66,0.49,230.55,826.12,1.966,0.00
21-Jan-89,0.00,0.00,230.85,833.24,4.737,0.00
22-Jan-89,0.00,0.00,230.90,834.43,11.865,0.00
23-Jan-89,0.92,0.17,230.75,830.87,11.542,0.00
24-Jan-89,3.02,0.56,230.70,829.68,0,0.00
25-Jan-89,3.00,0.56,230.90,834.43,4.55,0.00
26-Jan-89,2.00,0.37,230.80,832.06,5.204,0.00
27-Jan-89,2.40,0.45,230.80,832.06,5.186,0.60
28-Jan-89,0.62,0.12,230.80,832.06,0.078,0.00
29-Jan-89,0.54,0.10,230.90,834.43,0.194,0.00
30-Jan-89,0.54,0.10,231.05,838.01,3.994,0.00
31-Jan-89,0.60,0.11,230.95,835.62,3.799,0.00
1-Feb-89,0.60,0.11,231.05,838.01,7.43,4.60
2-Feb-89,1.80,0.34,231.02,837.29,4.551,0.00
